Node_ID,Title
JOLPE24,impact of power supply voltage variations on fpga-based digital systems performance
JOLPE25,accurate energy-aware workload distribution for wireless sensor networks using a detailed communication energy cost model
JOLPE26,on reliability trojan injection and detection
JOLPE27,a 140 mv self-starting 10 mw dc/dc converter for powering low-power electronic devices from low-voltage microbial fuel cells
JOLPE28,on the interaction between power-aware computer-aided design algorithms for field-programmable gate arrays
JOLPE29,process, voltage and temperature variations aware low leakage approach for nanoscale cmos circuits
JOLPE30,enhancing the static noise margins by upsizing length for ultra-low voltage/power/energy gates
JOLPE31,negative bias temperature instability-aware instruction scheduling: a cross-layer approach
JOLPE32,accurate polynomial metamodeling-based ultra-fast bee colony optimization of a nano-cmos phase-locked loop
JOLPE33,test strategies for low-power devices
JOLPE34,low power test for nanometer system-on-chips (socs)
JOLPE35,low-energy heterogeneous non-volatile memory systems for mobile systems
JOLPE36,thermal modeling of an integrated inductor in a micro-converter
JOLPE37,a power efficient low noise preamplifier for biomedical applications
JOLPE38,power-efficient reconfiguration control in coarse-grained dynamically reconfigurable architectures
JOLPE39,wakeup scheduling in mtcmos circuits using successive relaxation to minimize ground bounce
JOLPE40,frame-based dynamic voltage and frequency scaling for an mpeg player
JOLPE41,selecting error correcting codes to minimize power in memory checker circuits
IEEE_TCOMP1,photonic networks-on-chip for future generations of chip multiprocessors
IEEE_TCOMP2,power-up sram state as an identifying fingerprint and source of true random numbers
IEEE_TCOMP3,stochastic neural computation i: computational elements
IEEE_TCOMP4,relay node placement in wireless sensor networks
IEEE_TCOMP5,power-aware scheduling for periodic real-time tasks
IEEE_TCOMP6,hybrid method for minimizing service delay in edge cloud computing through vm migration and transmission power control
IEEE_TCOMP7,adder and multiplier design in quantum-dot cellular automata
IEEE_TCOMP8,reducing the energy consumption of ethernet with adaptive link rate (alr)
IEEE_TCOMP9,design considerations for ultra-low energy wireless microsensor nodes
IEEE_TCOMP10,scalable hybrid wireless network-on-chip architectures for multicore systems
IEEE_TCOMP11,design of approximate radix-4 booth multipliers for error-tolerant computing
IEEE_TCOMP12,sd-mac: design and synthesis of a hardware-efficient collision-free qos-aware mac protocol for wireless network-on-chip
IEEE_TCOMP13,atpg for heat dissipation minimization during test application
IEEE_TCOMP14,cmos vlsi implementation of a low-power logarithmic converter
IEEE_TCOMP15,latch susceptibility to transient faults and new hardening approach
IEEE_TCOMP16,approximate radix-8 booth multipliers for low-power and high-performance operation
IEEE_TCOMP17,energy aware computing through probabilistic switching: a study of limits
IEEE_TCOMP18,dynamic power management for nonstationary service requests
IEEE_TCOMP19,dadiannao: a neural network supercomputer
IEEE_TCOMP20,markov regenerative stochastic petri nets to model and evaluate phased mission systems dependability
IEEE_TCOMP21,performance optimization using partitioned spmv on gpus and multicore cpus
IEEE_TCOMP22,high-performance robust latches
IEEE_TCOMP23,fuzzy memoization for floating-point multimedia applications
IEEE_TCOMP24,arb: efficient arbitrary-precision midpoint-radius interval arithmetic
IEEE_TCOMP25,energy-efficient multihop polling in clusters of two-layered heterogeneous sensor networks
IEEE_TCOMP26,proactive power-aware cache management for mobile computing systems
IEEE_TCOMP27,an energy-efficient memristive threshold logic circuit
IEEE_TCOMP28,energy-efficient floating-point unit design
IEEE_TCOMP29,cryptanalysis with copacobana
IEEE_TCOMP30,dram refresh mechanisms, penalties, and trade-offs
IEEE_TCOMP31,on the interplay of voltage/frequency scaling and device power management for frame-based real-time embedded applications
IEEE_TCOMP32,hydra: a block-mapped parallel flash memory solid-state disk architecture
IEEE_TCOMP33,a multi-resolution fpga-based architecture for real-time edge and corner detection
IEEE_TCOMP34,scheduling precedence constrained tasks with reduced processor energy on multiprocessor computers
IEEE_TCOMP35,a serial memory by quantum-dot cellular automata (qca)
IEEE_TCOMP36,easecam: an energy and storage efficient tcam-based router architecture for ip lookup
IEEE_TCOMP37,spongent: the design space of lightweight cryptographic hashing
IEEE_TCOMP38,information assurance through redundant design: a novel tnu error-resilient latch for harsh radiation environment
IEEE_TCOMP39,hierarchical adaptive dynamic power management
IEEE_TCOMP40,high-performance low-power left-to-right array multiplier design
IEEE_TCOMP41,efficient mitchell's approximate log multipliers for convolutional neural networks
IEEE_TCOMP42,a systolic, linear-array multiplier for a class of right-shift algorithms
IEEE_TCOMP43,towards an energy-efficient anomaly-based intrusion detection engine for embedded systems
IEEE_TCOMP44,hardware implementation trade-offs of polynomial approximations and interpolations
IEEE_TCOMP45,vlsi implementation of a low-power antilogarithmic converter
IEEE_TCOMP46,a stochastic computational multi-layer perceptron with backward propagation
IEEE_TCOMP47,efficient and high-performance parallel hardware architectures for the aes-gcm
IEEE_TCOMP48,bottlenecks in multimedia processing with simd style extensions and architectural enhancements
IEEE_TCOMP49,discharge current steering for battery lifetime optimization
IEEE_TCOMP50,performance analysis of ieee 802.15.6 mac protocol under non-ideal channel conditions and saturated traffic regime
IEEE_TCOMP51,inherently lower-power high-performance superscalar architectures
IEEE_TCOMP52,power density-aware resource management for heterogeneous tiled multicores
IEEE_TCOMP53,hardware and software techniques for controlling dram power modes
IEEE_TCOMP54,filtering memory references to increase energy efficiency
IEEE_TCOMP55,dynamic backlight scaling optimization: a cloud-based energy-saving service for mobile streaming applications
IEEE_TCOMP56,soft n-modular redundancy
IEEE_TCOMP57,low-transition test pattern generation for bist-based applications
IEEE_TCOMP58,charge-recovery computing on silicon
IEEE_TCOMP59,voltage-clock-scaling adaptive scheduling techniques for low power in hard real-time systems
IEEE_TCOMP60,hybrid signed-digit number-systems - a unified framework for redundant number representations with bounded carry propagation chains
ISQED1,sram leakage suppression by minimizing standby supply voltage
ISQED2,thermal vs energy optimization for dvfs-enabled processors in embedded systems
ISQED3,a design tradeoff study with monolithic 3d integration
ISQED4,sram voltage scaling for energy-efficient convolutional neural networks
ISQED5,learning based dvfs for simultaneous temperature, performance and energy management
ISQED6,automatic register banking for low-power clock trees
ISQED7,thermal trends in emerging technologies
ISQED8,ddro: a novel performance monitoring methodology based on design- dependent ring oscillators
ISQED9,design of an efficient noc architecture using millimeter-wave wireless links
ISQED10,low power data-aware stt-ram based hybrid cache architecture
ISQED11,design and application of multimodal power gating structures
ISQED12,high performance double-gate device technology challenges and opportunities
ISQED13,logic ser reduction through flipflop redesign
ISQED14,the effect of threshold voltages on the soft error rate
ISQED15,a low-power configurable adder for approximate applications
ISQED16,sizing-priority based low-power embedded memory for mobile video applications
ISQED17,a robust digital delay line architecture in a 0.13 mu m cmos technology node for reduced design and process sensitivities
ISQED18,electrical modeling and analysis of 3d synaptic array using vertical rram structure
ISQED19,power efficient router architecture for wireless network-on-chip
ISQED20,evaluation of tunnel fet-based flip-flop designs for low power, high performance applications
ISQED21,sram supply voltage scaling: a reliability perspective
ISQED22,cache design for low power and high yield
ISQED23,design of high performance sense amplifier using independent gate control in sub-50nm double-gate mosfet
ISQED24,comparison of electrical, optical and plasmonic on-chip interconnects based on delay and energy considerations
ISQED25,a body-voltage-sensing-based short pulse reading circuit for spin-torque transfer rams (stt-rams)
ISQED26,constructing fast and energy efficient 1tnr based reram crossbar memory
ISQED27,optimizing sram bitcell reliability and energy for iot applications
ISQED28,avoiding unnecessary write operations in stt-mram for low power implementation
ISQED29,design and analysis of novel sram pufs with embedded latch for robustness
ISQED30,suspicious timing error prediction with in-cycle clock gating
ISQED31,impact of c-elements in asynchronous circuits
ISQED32,die-level leakage power analysis of finfet circuits considering process variations
ISQED33,robust multi-level current-mode on-chip interconnect signaling in the presence of process variations
ISQED34,enabling sizing for enhancing the static noise margins
ISQED35,full-chip thermal analysis of 3d ics with liquid cooling by gpu-accelerated gmres method
ISQED36,enhancing efficiency and robustness of a photovoltaic power system under partial shading
ISQED37,finfet based sram design for low standby power applications
ISQED38,a thermal-aware superscalar microprocessor
ASPDAC1,battery-driven system design: a new frontier in low power design
ASPDAC2,thermal-aware 3d ic placement via transformation
ASPDAC3,drl-cloud: deep reinforcement learning-based resource provisioning and task scheduling for cloud service providers
ASPDAC4,synthesis of reversible circuits with minimal lines for large functions
ASPDAC5,a novel si-tunnel fet based sram design for ultra low-power 0.3v v-dd applications
ASPDAC6,low power design challenges for the decade
ASPDAC7,the design and implementation of a low-latency on-chip network
ASPDAC8,evaluating run-time techniques for leakage power reduction
ASPDAC9,a new design of double edge triggered flip-flops
ASPDAC10,a 120-mv input, fully integrated dual-mode charge pump in 65-nm cmos for thermoelectric energy harvester
ASPDAC11,low power memristor-based reram design with error correcting code
ASPDAC12,a high speed and low power phase-frequency detector and charge-pump
ASPDAC13,three-dimensional integrated circuits (3d ic) floorplan and power/ground network co-synthesis
ASPDAC14,dynamic power management using on demand paging for networked embedded systems
ASPDAC15,voltage island generation under performance requirement for soc designs
ASPDAC16,design method of mtcmos power switch for low-voltage high-speed lsis
ASPDAC17,cnpuf: a carbon nanotube-based physically unclonable function for secure low-energy hardware design
ASPDAC18,hardware-software co-synthesis of low power real-time distributed embedded systems with dynamically reconfligurable fpgas
ASPDAC19,an optimal gate design for the synthesis of ternary logic circuits
ASPDAC20,aging mitigation in memory arrays using self-controlled bit-flipping technique
ASPDAC21,endurance-aware circuit designs of nonvolatile logic and nonvolatile sram using resistive memory (memristor) device
ASPDAC22,architecture design with stt-ram: opportunities and challenges
ASPDAC23,power and slew-aware clock network design for through-silicon-via (tsv) based 3d ics
ASPDAC24,sleep transistor sizing using timing criticality and temporal currents
ASPDAC25,vco jitter simulation and its comparison with measurement
ASPDAC26,an energy-efficient matrix multiplication accelerator by distributed in-memory computing on binary rram crossbar
ASPDAC27,routing track duplication with fine-grained power-gating for fpga interconnect power reduction
ASPDAC28,spendthrift: machine learning based resource and frequency scaling for ambient energy harvesting nonvolatile processors
ASPDAC29,glow: a global router for low-power thermal-reliable interconnect synthesis using photonic wavelength multiplexing
ASPDAC30,fault tolerant quantum cellular array (qca) design using triple modular redundancy with shifted operands
ASPDAC31,low-power implementation of mitchell's approximate logarithmic multiplication for convolutional neural networks
ASPDAC32,congestion-aware power grid optimization for 3d circuits using mim and cmos decoupling capacitors
ASPDAC33,optimizing fpga-based convolutional neural networks accelerator for image super-resolution
ASPDAC34,hieim: highly flexible in-memory computing using stt mram
ASPDAC35,high-level power estimation and low-power design space exploration for fpgas
ASPDAC36,low-power image recognition challenge
ASPDAC37,modeling and design analysis of 3d vertical resistive memory - a low cost cross-point architecture
ASPDAC38,architecture implementation using the machine description language lisa
ASPDAC39,adepos: anomaly detection based power saving for predictive maintenance using edge computing
ASPDAC40,handling stuck-at-faults in memristor crossbar arrays using matrix transformations
ASPDAC41,concerted wire lifting: enabling secure and cost-effective split manufacturing
ASPDAC42,a low-power high-speed accuracy-controllable approximate multiplier design
ASPDAC43,reverse bdd-based synthesis for splitter-free optical circuits
ASPDAC44,the tangram framework - asynchronous circuits for low power
ASPDAC45,hardware-software co-design of slimmed optical neural networks
ASPDAC46,modular reinforcement learning for self-adaptive energy efficiency optimization in multicore system
ASPDAC47,multilane racetrack caches: improving efficiency through compression and independent shifting
ASPDAC48,a design methodology and device/circuit/architecture compatible simulation framework for low-power magnetic quantum cellular automata systems
ASPDAC49,low power design using dual threshold voltage
ASPDAC50,compiler-directed array interleaving for reducing energy in multi-bank memories
ASPDAC51,saadi: a scalable accuracy approximate divider for dynamic energy-quality scaling
ASPDAC52,non-volatile non-shadow flip-flop using spin orbit torque for efficient normally-off computing
ASPDAC53,accuracy-aware sram: a reconfigurable low power sram architecture for mobile multimedia applications
ASPDAC54,low-overhead design of soft-error-tolerant scan flip-flops with enhanced-scan capability*
ASPDAC55,an 8-b nrerl microprocessor for ultra-low-energy applications
ASPDAC56,controlled placement of standard cell memory arrays for high density and low power in 28nm fd-soi
ASPDAC57,write-activity-aware page table management for pcm-based embedded systems
ASPDAC58,logic and layout aware voltage island generation for low power design
ASPDAC59,a high-throughput low-power aes cipher for network applications
ASPDAC60,system-level point-to-point communication synthesis using floorplanning information
ICCAD1,drum: a dynamic range unbiased multiplier for approximate applications
ICCAD2,reduction and ir-drop compensations techniques for reliable neuromorphic computing systems
ICCAD3,temperature tracking: an innovative run-time approach for hardware trojan detection
ICCAD4,architectural-space exploration of approximate multipliers
ICCAD5,probabilistic design methodology to improve run-time stability and performance of stt-ram caches
ICCAD6,cryptoraptor: high throughput reconfigurable cryptographic processor
ICCAD7,exploiting ferroelectric fets for low-power non-volatile logic-in-memory circuits
ICCAD8,alwann: automatic layer-wise approximation of deep neural network accelerators without retraining
ICCAD9,optimizing 3d noc design for energy efficiency: a machine learning approach
ICCAD10,balanced reconfiguration of storage banks in a hybrid electrical energy storage system
ICCAD11,reinforcement learning based power management for hybrid electric vehicles
ICCAD12,gate sizing and device technology selection algorithms for high-performance industrial designs
ICCAD13,representative critical reliability paths for low-cost and accurate on-chip aging evaluation
ICCAD14,a closed-loop design to enhance weight stability of memristor based neural network chips
ICCAD15,design of cross-point metal-oxide reram emphasizing reliability and cost
ICCAD16,an efficient algorithm for library-based cell-type selection in high-performance low-power designs
ICCAD17,neural networks designing neural networks: multi-objective hyper-parameter optimization
ICCAD18,ultra high density logic designs using transistor-level monolithic 3d integration
ICCAD19,trannsformer: neural network transformation for memristive crossbar based neuromorphic system design
ICCAD20,shielding and securing integrated circuits with sensors
ICCAD21,low-power clock trees for cpus
ICCAD22,a flexible architecture for systematic implementation of soc security policies
ICCAD23,device-architecture co-optimization of stt-ram based memory for low power embedded systems
ICCAD24,unequal-error-protection codes in srams for mobile multimedia applications
ICCAD25,algorithm-hardware co-design of single shot detector for fast object detection on fpgas
ICCAD26,iccad-2017 cad contest in multi-deck standard cell legalization and benchmarks
ICCAD27,efficient memory compression in deep neural networks using coarse-grain sparsification for speech applications
ICCAD28,design things for the internet of things - an eda perspective
ICCAD29,system-level application-aware dynamic power management in adaptive pipelined mpsocs for multimedia
ICCAD30,misleading energy and performance claims in sub/near threshold digital systems
ICCAD31,online human activity recognition using low-power wearable devices
ICCAD32,near-optimal energy allocation for self-powered wearable systems
ICCAD33,powerrush : efficient transient simulation for power grid analysis
ICCAD34,evaluation of using inductive/capacitive-coupling vertical interconnects in 3d network-on-chip
ICCAD35,obfuscating the interconnects: low-cost and resilient full-chip layout camouflaging
ICCAD36,on rewiring and simplification for canonicity in threshold logic circuits
ICCAD37,tei-turbo: temperature effect inversion-aware turbo boost for finfet-based multi-core systems
ICCAD38,energy-efficient architecture for advanced video memory
ICCAD39,powerrush: a linear simulator for power grid
ICCAD40,a low-power memory architecture with application-aware power management for motion & disparity estimation in multiview video coding
ICCAD41,simulation of random telegraph noise with 2-stage equivalent circuit
ICCAD42,enabling deep learning at the iot edge
ICCAD43,a network-flow based pin-count aware routing algorithm for broadcast electrode-addressing ewod chips
ICCAD44,design and manufacturing process co-optimization in nano-technology (designer track paper)
ISCA1,a reconfigurable fabric for accelerating large-scale datacenter services
ISCA2,a durable and energy efficient main memory using phase change memory technology
ISCA3,fded
ISCA4,minerva: enabling low-power, highly-accurate deep neural network accelerators
ISCA5,a configurable cloud-scale dnn processor for real-time ai
ISCA6,raidr: retention-aware intelligent dram refresh
ISCA7,towards energy-proportional datacenter memory with mobile dram
ISCA8,virtual circuit tree multicasting: a case for on-chip hardware multicast support
ISCA9,improving nand flash based disk caches
ISCA10,trading off cache capacity for reliability to enable low voltage operation
ISCA11,reducing cache power with low-cost, multi-bit error-correcting codes
ISCA12,a comprehensive memory modeling tool and its application to the design and analysis of future memory hierarchies
ISCA13,managing distributed ups energy for effective power capping in data centers
ISCA14,phastlane: a rapid transit optical routing network
ISCA15,a defect-tolerant accelerator for emerging high-performance applications
ISCA16,resistive computation: avoiding the power wall with low-leakage, stt-mram based computing
ISCA17,morphable memory system: a robust architecture for exploiting multi-level phase change memories
ISCA18,hardware support for wcet analysis of hard real-time multicore systems
ISCA19,iswitch: coordinating and optimizing renewable energy powered server clusters
ISCA20,physically addressed queueing (paq): improving parallelism in solid state disks
ISCA21,sc2: a statistical compression cache scheme
ISCA22,synfull: synthetic traffic models capturing cache coherent behaviour
ISCA23,mellow writes: extending lifetime in resistive memories through selective slow write backs
ISCA24,silicon-photonic network architectures for scalable, power-efficient multi-chip systems
ISCA25,limiting the power consumption of main memory
ISCA26,half-dram: a high-bandwidth and low-power dram architecture from the rethinking of fine-grained activation
ISCA27,the yin and yang of power and performance for asymmetric hardware and managed software
ISCA28,rigel: an architecture and scalable programming interface for a 1000-core accelerator
ISCA29,evolution of thread-level parallelism in desktop applications
ISCA30,race logic: a hardware acceleration for dynamic programming algorithms
ISCA31,tolerating process variations in nanophotonic on-chip networks
ISCA32,the virtual write queue: coordinating dram and last-level cache policies
ISCA33,vrsync: characterizing and eliminating synchronization-induced voltage emergencies in many-core processors
ISCA34,euphrates: algorithm-soc co-design for low-power mobile continuous vision
ISCA35,ideal: inter-router dual-function energy and area-efficient links for network-on-chip (noc) architectures
ISCA36,eliminating redundant fragment shader executions on a mobile gpu via hardware memoization
ISCA37,sleepscale: runtime joint speed scaling and sleep states management for power efficient data centers
ISCA38,xed: exposing on-die error detection information for strong memory reliability
ISCA39,density tradeoffs of non-volatile memory as a replacement for sram based last level cache
ISCA40,exploiting dynamic timing slack for energy efficiency in ultra-low-power embedded systems
ISCA41,synchronized progress in interconnection networks (spin) : a new theory for deadlock freedom
ISCA42,mitigating wordline crosstalk using adaptive trees of counters
ISCA43,energy efficient data encoding in dram channels exploiting data value similarity
ISCA44,late-binding: enabling unordered load-store queues
ISCA45,a low power and reliable charge pump design for phase change memories
ISCA46,boom: enabling mobile memory based low-power server dimms
ISCA47,dynamic mips rate stabilization in out-of-order processors
ISCA48,get out of the valley: power-efficient address mapping for gpus
ISCA49,robox: an end-to-end solution to accelerate autonomous control in robotics
ISCA50,draf: a low-power dram-based reconfigurable acceleration fabric
ISCA51,criticality aware tiered cache hierarchy: a fundamental relook at multi-level cache hierarchies
ISCA52,stitch: fusible heterogeneous accelerators enmeshed with many-core architecture for wearables
ISCA53,a micro-architectural analysis of switched photonic multi-chip interconnects
ISCA54,decoupled dimm: building high-bandwidth memory system using low-speed dram devices
HPCA1,system level analysis of fast, per-core dvfs using on-chip switching regulators
HPCA2,overcoming the challenges of crossbar resistive memory architectures
HPCA3,architecture exploration for ambient energy harvesting nonvolatile processors
HPCA4,essential roles of exploiting internal parallelism of flash memory based solid state drives in high-speed data processing
HPCA5,technology comparison for large last-level caches ((lcs)-cs-3): low-leakage sram, low write-energy stt-ram, and refresh-optimized edram
HPCA6,chipper: a low-complexity bufferless deflection router
HPCA7,design and evaluation of a hierarchical on-chip interconnect for next-generation cmps
HPCA8,dynamic power-performance adaptation of parallel computation on chip multiprocessors
HPCA9,power struggles: revisiting the risc vs. cisc debate on contemporary arm and x86 architectures
HPCA10,adaptive placement and migration policy for an stt-ram-based hybrid cache
HPCA11,improving dram performance by parallelizing refreshes with accesses
HPCA12,elastic-buffer flow control for on-chip networks
HPCA13,a low-radix and low-diameter 3d interconnection network design
HPCA14,cmp design space exploration subject to physical constraints
HPCA15,cold boot attacks are still hot: security analysis of memory scramblers in modern processors
HPCA16,archipelago: a polymorphic cache design for enabling robust near-threshold operation
HPCA17,designing low-power, low-latency networks-on-chip by optimally combining electrical and optical links
HPCA18,a small, fast and low-power register file by bit-partitioning
HPCA19,exploring high-performance and energy proportional interface for phase change memory systems
HPCA20,compex: compression-expansion coding for energy, latency, and lifetime improvements in mlc/tlc nvm
HPCA21,sealing towards kilo-core processors with asymmetric high-radix topologies
HPCA22,sonic millip3de: a massively parallel 3d-stacked accelerator for 3d ultrasound
HPCA23,brainiac: bringing reliable accuracy into neurally-implemented approximate computing
HPCA24,pushing the limits of accelerator efficiency while retaining programmability
HPCA25,dynamic hardware-assisted software-controlled page placement to manage capacity allocation and sharing within large caches
HPCA26,a hybrid systolic-dataflow architecture for inductive matrix algorithms
HPCA27,a low power software-defined-radio baseband processor for the internet of things
HPCA28,the runahead network-on-chip
HPCA29,exploring architectural heterogeneity in intelligent vision systems
HPCA30,refrint: intelligent refresh to minimize power in on-chip multiprocessor cache hierarchies
HPCA31,low-voltage on-chip cache architecture using heterogeneous cell sizes for high-performance processors
HPCA32,modeling and managing thermal profiles of rack-mounted servers with thermostat
HPCA33,routerless networks-on-chip
HPCA34,elp2im: efficient and low power bitwise operation processing in dram
HPCA35,dynamic gpgpu power management using adaptive model predictive control
HPCA36,mu dpm: dynamic power management for the microsecond era
HPCA37,precision-aware soft error protection for gpus
HPCA38,cream: a concurrent-refresh-aware dram memory architecture
HPCA39,accurate energy dissipation and thermal modeling for nanometer-scale buses
HPCA40,domain-specialized cache management for graph analytics
HPCA41,darwin-wga: a co-processor provides increased sensitivity in whole genome alignments with high speedup
HPCA42,power and energy characterization of an open source 25-core manycore processor
HPCA43,static bubble: a framework for deadlock-free irregular on-chip topologies
HPCA44,drain: deadlock removal for arbitrary irregular networks
HPCA45,impala: algorithm/architecture co-design for in-memory multi-stride pattern matching
HPCA46,core tunneling: variation-aware voltage noise mitigation in gpus
HPCA47,adaptive reliability chipkill correct (arcc)
HPCA48,skinflint dram system: minimizing dram chip writes for low power
HPCA49,mapu: a novel mathematical computing architecture
HPCA50,software transparent dynamic binary translation for coarse-grain reconfigurable architectures
HPCA51,augmenting low-latency hpc network with free-space optical links
HPCA52,pilot register file: energy efficient partitioned register file for gpus
HPCA53,partial row activation for low-power dram system
HPCA54,slac: stage laser control for a flattened butterfly network
HPCA55,ts-router: on maximizing the quality-of-allocation in the on-chip network
HPCA56,booster: reactive core acceleration for mitigating the effects of process variation and application imbalance in low-voltage chips
HPCA57,a decoupled kilo-instruction processor
HPCA58,microarchitectural wire management for performance and power in partitioned architectures
HPCA59,on the limits of leakage power reduction in caches
HPCA60,techniques for reducing the connected-standby energy consumption of mobile devices
HPCA61,tangle: route-oriented dynamic voltage minimization for variation-afflicted, energy-efficient on-chip networks
HPCA62,improving multi-core performance using mixed-cell cache architecture
HPCA63,freeway: maximizing mlp for slice-out-of-order execution
HPCA64,a deep reinforcement learning framework for architectural exploration: a routerless noc case study
HPCA65,resirca: a resilient energy harvesting reram crossbar-based accelerator for intelligent embedded processors
HPCA66,pm3: power modeling and power management for processing-in-memory
HPCA67,implications of high energy proportional servers on cluster-wide energy proportionality
HPCA68,storage free confidence estimation for the tage branch predictor
CVPR1,shufflenet: an extremely efficient convolutional neural network for mobile devices
CVPR2,adaptive color attributes for real-time visual tracking
CVPR3,single image haze removal using dark channel prior
CVPR4,feedback network for image super-resolution
CVPR5,zero-shot super-resolution using deep internal learning
CVPR6,learning mid-level filters for person re-identification
CVPR7,designing energy-efficient convolutional neural networks using energy-aware pruning
CVPR8,learning expressionlets on spatio-temporal manifold for dynamic facial expression recognition
CVPR9,salient region detection via high-dimensional color transform
CVPR10,pifuhd: multi-level pixel-aligned implicit function for high-resolution 3d human digitization
CVPR11,recognising action as clouds of space-time interest points
CVPR12,a low power, fully event-based gesture recognition system
CVPR13,hats: histograms of averaged time surfaces for robust event-based object classification
CVPR14,picking the best daisy
CVPR15,multilinear subspace analysis of image ensembles
CVPR16,double-dip : unsupervised image decomposition via coupled deep-image-priors
CVPR17,packing and padding: coupled multi-index for accurate image retrieval
CVPR18,geometric min-hashing: finding a (thick) needle in a haystack
CVPR19,mobile video object detection with temporally-aware feature maps
CVPR20,moving cast shadow detection using physics-based features
CVPR21,real-time image-based 6-dof localization in large-scale environments
CVPR22,plug-and-play algorithms for large-scale snapshot compressive imaging
CVPR23,low-cost compressive sensing for color video and depth
CVPR24,random tree walk toward instantaneous 3d human pose estimation
CVPR25,semstyle: learning to generate stylised image captions using unaligned text
CVPR26,neural rgb -> d sensing: depth and uncertainty from a video camera
CVPR27,dirichlet-based histogram feature transform for image classification
CVPR28,binary ensemble neural network: more bits per network or more networks per bit?
CVPR29,discriminative spatial pyramid
CVPR30,illumination estimation and cast shadow detection through a higher-order graphical model
CVPR31,bilinear heterogeneous information machine for rgb-d action recognition
CVPR32,sigma set: a small second order statistical region descriptor
CVPR33,explicit loss-error-aware quantization for low-bit deep neural networks
CVPR34,structured pruning of neural networks with budget-aware regularization
CVPR35,a low power, high throughput, fully event-based stereo system
CVPR36,interactive: inter-layer activeness propagation
CVPR37,feature super-resolution: make machine see more clearly
CVPR38,simultaneously optimizing weight and quantizer of ternary neural network using truncated gaussian approximation
CVPR39,retina-like visual image reconstruction via spiking neural model
CVPR40,learning to super resolve intensity images from events
CVPR41,distilled semantics for comprehensive scene understanding from videos
CVPR42,kernelized subspace pooling for deep local descriptors
CVPR43,accelerating convolutional neural networks via activation map compression
CVPR44,hardware-efficient belief propagation
CVPR45,rotation consistent margin loss for efficient low-bit face recognition
CVPR46,scale-aware alignment of hierarchical image segmentation
CVPR47,scalable face image retrieval with identity-based quantization and multi-reference re-ranking
CVPR48,five shades of grey for fast and reliable camera pose estimation
CVPR49,data-driven neuron allocation for scale aggregation networks
CVPR50,graph-based optimization with tubularity markov tree for 3d vessel segmentation
CVPR51,instance segmentation of biological images using harmonic embeddings
CVPR52,exploiting kernel sparsity and entropy for interpretable cnn compression
CVPR53,towards efficient model compression via learned global ranking
CVPR54,compressing convolutional neural networks via factorized convolutional filters
CVPR55,multi-dimensional pruning: a unified framework for model compression
CVPR56,discrete model compression with resource constraint for deep neural networks
CVPR57,a compact dnn: approaching googlenet-level accuracy of classification and domain adaptation
CVPR58,structured compression by weight encryption for unstructured pruning and quantization
CVPR59,cross domain model compression by structurally weight sharing
CVPR60,a gift from knowledge distillation: fast optimization, network minimization and transfer learning
CVPR61,relational knowledge distillation
CVPR62,knowledge distillation via instance relationship graph
CVPR63,variational information distillation for knowledge transfer
CVPR64,revisiting knowledge distillation via label smoothing regularization
CVPR65,structured knowledge distillation for semantic segmentation
CVPR66,knowledge adaptation for efficient semantic segmentation
CVPR67,distilling image dehazing with heterogeneous task imitation
CVPR68,distilling object detectors with fine-grained feature imitation
CVPR69,distilling knowledge from graph convolutional networks
CVPR70,fast neural architecture search of compact semantic segmentation models via auxiliary cells
CVPR71,automatic adaptation of object detectors to new domains using self-training
CVPR72,refine and distill: exploiting cycle-inconsistency and knowledge distillation for unsupervised monocular depth estimation
CVPR73,block-wisely supervised neural architecture search with knowledge distillation
CVPR74,heterogeneous knowledge distillation using information flow modeling
CVPR75,more grounded image captioning by distilling image-text matching model
CVPR76,neural network pruning with residual-connections and limited-data
CVPR77,creating something from nothing: unsupervised knowledge distillation for cross-modal hashing
CVPR79,collaborative distillation for ultra-resolution universal style transfer
CVPR80,nestednet: learning nested sparse structures in deep neural networks
CVPR82,knowledge as priors: cross-modal knowledge generalization for datasets without superior knowledge
CVPR83,unifying heterogeneous classifiers with distillation
CVPR84,neural networks are more productive teachers than human raters: active mixup for data-efficient knowledge distillation from a blackbox model
CVPR85,coupled end-to-end transfer learning with generalized fisher information
CVPR86,adinet: attribute driven incremental network for retinal image classification
IEEE_TPAMI1,knowledge distillation and student-teacher learning for visual intelligence: a review and new outlooks
IEEE_TPAMI2,self-distillation: towards efficient and compact neural networks
IEEE_TPAMI3,dicenet: dimension-wise convolutions for efficient networks
IEEE_TPAMI4,generalized knowledge distillation via relationship matching
IEEE_TPAMI5,gan compression: efficient architectures for interactive conditional gans
IEEE_TPAMI6,privacy preserving defense for black box classifiers against on-line adversarial attacks
IEEE_TPAMI7,dynamic self-supervised teacher-student network learning
IEEE_TPAMI8,quantifying the knowledge in a dnn to explain knowledge distillation for classification
IEEE_TPAMI9,learning to explore distillability and sparsability: a joint framework for model compression
IEEE_TPAMI10,distilling knowledge by mimicking features
AAAI1,improved knowledge distillation via teacher assistant
AAAI2,knowledge transfer via distillation of activation boundaries formed by hidden neurons
AAAI3,online knowledge distillation with diverse peers
AAAI4,meal: multi-model ensemble via adversarial learning
AAAI5,training deep neural networks in generations: a more tolerant teacher educates better students
AAAI6,knowledge distillation with adversarial samples supporting decision boundary
