IOT1 , IEEE_Access189
IEEE_Journal_Solid_State73 , IEEE_Journal_Solid_State335
IEEE_Journal_Solid_State73 , IEEE_TVLSI50
IEEE_Journal_Solid_State73 , IEEE_TCAS20
IEEE_Journal_Solid_State73 , SENSORS104
IEEE_Journal_Solid_State74 , ISLPED761
IEEE_Journal_Solid_State74 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State74 , IEEE_TCAS22
IEEE_Journal_Solid_State74 , IEEE_TCAS61
IEEE_Journal_Solid_State74 , IEEE_TCADICS34
IEEE_Journal_Solid_State74 , ASPDAC21
IEEE_Journal_Solid_State75 , ISLPED701
IEEE_Journal_Solid_State75 , IEEE_Journal_Solid_State38
IEEE_Journal_Solid_State75 , JOLPE30
IEEE_Journal_Solid_State75 , ISQED34
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State99
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State102
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State111
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State215
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State217
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State418
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State486
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State496
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State522
IEEE_Journal_Solid_State76 , IEEE_Journal_Solid_State535
IEEE_Journal_Solid_State76 , IEEE_TCAS131
IEEE_Journal_Solid_State77 , IEEE_Journal_Solid_State342
IEEE_Journal_Solid_State78 , IEEE_Journal_Solid_State97
IEEE_Journal_Solid_State78 , IEEE_Journal_Solid_State144
IEEE_Journal_Solid_State78 , IEEE_Journal_Solid_State157
IEEE_Journal_Solid_State78 , IEEE_Journal_Solid_State306
IEEE_Journal_Solid_State78 , IEEE_TCAS23
IEEE_Journal_Solid_State78 , GLSVLSI168
IEEE_Journal_Solid_State79 , IEEE_Journal_Solid_State77
IEEE_Journal_Solid_State79 , IEEE_Journal_Solid_State342
IEEE_Journal_Solid_State80 , ISLPED339
IEEE_Journal_Solid_State80 , IEEE_TCAS103
IEEE_Journal_Solid_State81 , ISLPED275
IEEE_Journal_Solid_State81 , IEEE_Journal_Solid_State438
IEEE_Journal_Solid_State81 , IEEE_Journal_Solid_State503
IEEE_Journal_Solid_State82 , IEEE_Access83
IEEE_Journal_Solid_State82 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State83 , DATE309
IEEE_Journal_Solid_State83 , IEEE_Journal_Solid_State59
IEEE_Journal_Solid_State83 , IEEE_Journal_Solid_State344
IEEE_Journal_Solid_State83 , IEEE_Journal_Solid_State373
IEEE_Journal_Solid_State83 , GLSVLSI54
IEEE_Journal_Solid_State84 , ISQED3
IEEE_Journal_Solid_State85 , IEEE_Journal_Solid_State51
IEEE_Journal_Solid_State85 , IEEE_Journal_Solid_State110
IEEE_Journal_Solid_State85 , IEEE_Journal_Solid_State495
IEEE_Journal_Solid_State87 , IEEE_Journal_Solid_State113
IEEE_Journal_Solid_State88 , IEEE_Access163
IEEE_Journal_Solid_State88 , IEEE_Journal_Solid_State465
IEEE_Journal_Solid_State88 , IEEE_Journal_Solid_State467
IEEE_Journal_Solid_State88 , SENSORS25
IEEE_Journal_Solid_State89 , IEEE_Access55
IEEE_Journal_Solid_State89 , IEEE_Journal_Solid_State140
IEEE_Journal_Solid_State89 , IEEE_Journal_Solid_State247
IEEE_Journal_Solid_State89 , IEEE_Journal_Solid_State307
IEEE_Journal_Solid_State89 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State89 , IEEE_TCAS128
IEEE_Journal_Solid_State90 , IEEE_TVLSI76
IEEE_Journal_Solid_State90 , IEEE_TCAS6
IEEE_Journal_Solid_State90 , IEEE_TCAS152
IEEE_Journal_Solid_State91 , ISCAS91
IEEE_Journal_Solid_State91 , GLSVLSI114
IEEE_Journal_Solid_State92 , ISLPED929
IEEE_Journal_Solid_State92 , ISLPED1098
IEEE_Journal_Solid_State92 , ISLPED1111
IEEE_Journal_Solid_State92 , DATE451
IEEE_Journal_Solid_State92 , ISCAS105
IEEE_Journal_Solid_State92 , IEEE_Journal_Solid_State99
IEEE_Journal_Solid_State92 , IEEE_Journal_Solid_State111
IEEE_Journal_Solid_State92 , IEEE_Journal_Solid_State241
IEEE_Journal_Solid_State92 , IEEE_TCAS69
IEEE_Journal_Solid_State92 , GLSVLSI137
IEEE_Journal_Solid_State94 , IEEE_Journal_Solid_State135
IEEE_Journal_Solid_State94 , IEEE_TCAS27
IEEE_Journal_Solid_State94 , IEEE_TCAS76
IEEE_Journal_Solid_State94 , IEEE_TCAS139
IEEE_Journal_Solid_State95 , IEEE_Access104
IEEE_Journal_Solid_State95 , IEEE_Journal_Solid_State147
IEEE_Journal_Solid_State95 , WPC26
IEEE_Journal_Solid_State96 , IEEE_Journal_Solid_State463
IEEE_Journal_Solid_State97 , ISCAS53
IEEE_Journal_Solid_State97 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State98 , ISLPED500
IEEE_Journal_Solid_State98 , ISLPED797
IEEE_Journal_Solid_State98 , ISLPED882
IEEE_Journal_Solid_State98 , ISLPED1008
IEEE_Journal_Solid_State98 , ISLPED1121
IEEE_Journal_Solid_State98 , ISLPED1122
IEEE_Journal_Solid_State98 , DATE292
IEEE_Journal_Solid_State98 , DATE449
IEEE_Journal_Solid_State98 , IEEE_Journal_Solid_State145
IEEE_Journal_Solid_State98 , IEEE_Journal_Solid_State461
IEEE_Journal_Solid_State98 , IEEE_TVLSI31
IEEE_Journal_Solid_State98 , IEEE_TED6
IEEE_Journal_Solid_State99 , ISCAS105
IEEE_Journal_Solid_State99 , IEEE_Journal_Solid_State48
IEEE_Journal_Solid_State99 , IEEE_Journal_Solid_State149
IEEE_Journal_Solid_State99 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State99 , IEEE_Journal_Solid_State468
IEEE_Journal_Solid_State100 , IEEE_Journal_Solid_State134
IEEE_Journal_Solid_State101 , ISLPED1098
IEEE_Journal_Solid_State101 , IEEE_Journal_Solid_State164
IEEE_Journal_Solid_State101 , IEEE_Journal_Solid_State315
IEEE_Journal_Solid_State101 , IEEE_Journal_Solid_State342
IEEE_Journal_Solid_State101 , IEEE_Journal_Solid_State423
IEEE_Journal_Solid_State101 , IEEE_Journal_Solid_State496
IEEE_Journal_Solid_State101 , IEEE_TCAS81
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State73
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State99
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State149
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State215
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State242
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State338
IEEE_Journal_Solid_State102 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State102 , IEEE_TCAS1
IEEE_Journal_Solid_State103 , ISLPED360
IEEE_Journal_Solid_State103 , ISLPED598
IEEE_Journal_Solid_State103 , ISLPED691
IEEE_Journal_Solid_State103 , ISLPED926
IEEE_Journal_Solid_State103 , ISLPED1019
IEEE_Journal_Solid_State103 , ISLPED1063
IEEE_Journal_Solid_State103 , DAC122
IEEE_Journal_Solid_State103 , DAC228
IEEE_Journal_Solid_State103 , DAC325
IEEE_Journal_Solid_State103 , IEEE_Journal_Solid_State60
IEEE_Journal_Solid_State103 , IEEE_TVLSI31
IEEE_Journal_Solid_State103 , IEEE_TVLSI45
IEEE_Journal_Solid_State103 , IEEE_TVLSI74
IEEE_Journal_Solid_State103 , ACM_TODAES19
IEEE_Journal_Solid_State103 , ACM_TODAES56
IEEE_Journal_Solid_State103 , ASPDAC58
IEEE_Journal_Solid_State103 , GLSVLSI161
IEEE_Journal_Solid_State104 , ACM_TECS15
IEEE_Journal_Solid_State104 , ACM_TODAES28
IEEE_Journal_Solid_State105 , ISLPED275
IEEE_Journal_Solid_State105 , ISLPED328
IEEE_Journal_Solid_State105 , IEEE_Journal_Solid_State81
IEEE_Journal_Solid_State106 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State107 , IEEE_Journal_Solid_State375
IEEE_Journal_Solid_State108 , DATE628
IEEE_Journal_Solid_State108 , IEEE_Journal_Solid_State116
IEEE_Journal_Solid_State108 , IEEE_Journal_Solid_State352
IEEE_Journal_Solid_State108 , IEEE_Journal_Solid_State450
IEEE_Journal_Solid_State109 , IEEE_Journal_Solid_State39
IEEE_Journal_Solid_State109 , IEEE_Journal_Solid_State177
IEEE_Journal_Solid_State109 , IEEE_Journal_Solid_State233
IEEE_Journal_Solid_State110 , IEEE_Journal_Solid_State307
IEEE_Journal_Solid_State110 , IEEE_Journal_Solid_State495
IEEE_Journal_Solid_State111 , ISCAS71
IEEE_Journal_Solid_State111 , ISCAS115
IEEE_Journal_Solid_State111 , IEEE_Journal_Solid_State335
IEEE_Journal_Solid_State111 , IEEE_TCAS20
IEEE_Journal_Solid_State111 , IEEE_TCAS62
IEEE_Journal_Solid_State112 , IEEE_Journal_Solid_State119
IEEE_Journal_Solid_State113 , IEEE_Journal_Solid_State385
IEEE_Journal_Solid_State113 , IEEE_Journal_Solid_State441
IEEE_Journal_Solid_State114 , IEEE_Journal_Solid_State24
IEEE_Journal_Solid_State114 , IEEE_Journal_Solid_State171
IEEE_Journal_Solid_State114 , IEEE_Journal_Solid_State196
IEEE_Journal_Solid_State114 , IEEE_Journal_Solid_State383
IEEE_Journal_Solid_State114 , IEEE_Journal_Solid_State469
IEEE_Journal_Solid_State115 , IEEE_TCAS122
IEEE_Journal_Solid_State116 , IEEE_Journal_Solid_State227
IEEE_Journal_Solid_State116 , IEEE_Journal_Solid_State450
IEEE_Journal_Solid_State117 , ISLPED693
IEEE_Journal_Solid_State117 , ISLPED753
IEEE_Journal_Solid_State117 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State117 , IEEE_Journal_Solid_State259
IEEE_Journal_Solid_State117 , IEEE_Journal_Solid_State401
IEEE_Journal_Solid_State117 , IEEE_Journal_Solid_State440
IEEE_Journal_Solid_State117 , IEEE_Journal_Solid_State454
IEEE_Journal_Solid_State117 , IEEE_TCAS2
IEEE_Journal_Solid_State117 , IEEE_TCAS45
IEEE_Journal_Solid_State117 , IEEE_TCAS80
IEEE_Journal_Solid_State117 , ACM_TODAES41
IEEE_Journal_Solid_State117 , ICCAD30
IEEE_Journal_Solid_State118 , ISCAS108
IEEE_Journal_Solid_State118 , IEEE_Journal_Solid_State504
IEEE_Journal_Solid_State119 , IEEE_Journal_Solid_State181
IEEE_Journal_Solid_State119 , IEEE_Journal_Solid_State434
IEEE_Journal_Solid_State119 , IEEE_TCAS99
IEEE_Journal_Solid_State120 , IEEE_Journal_Solid_State227
IEEE_Journal_Solid_State120 , IEEE_TCAS140
IEEE_Journal_Solid_State120 , IEEE_WCNC20
IEEE_Journal_Solid_State121 , ISLPED889
IEEE_Journal_Solid_State121 , ISLPED998
IEEE_Journal_Solid_State121 , DAC154
IEEE_Journal_Solid_State121 , DAC236
IEEE_Journal_Solid_State121 , DATE301
IEEE_Journal_Solid_State121 , IEEE_TVLSI10
IEEE_Journal_Solid_State121 , IEEE_TVLSI43
IEEE_Journal_Solid_State121 , IEEE_TCAS67
IEEE_Journal_Solid_State121 , IEEE_TCADICS11
IEEE_Journal_Solid_State121 , IEEE_TCOMP9
IEEE_Journal_Solid_State122 , ISLPED714
IEEE_Journal_Solid_State122 , DAC148
IEEE_Journal_Solid_State122 , DAC313
IEEE_Journal_Solid_State122 , DATE391
IEEE_Journal_Solid_State122 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State122 , IEEE_TVLSI61
IEEE_Journal_Solid_State122 , JOLPE39
IEEE_Journal_Solid_State122 , IEEE_TED6
IEEE_Journal_Solid_State123 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State124 , ISLPED631
IEEE_Journal_Solid_State124 , IEEE_Journal_Solid_State3
IEEE_Journal_Solid_State124 , IEEE_Journal_Solid_State323
IEEE_Journal_Solid_State124 , IEEE_TCAS117
IEEE_Journal_Solid_State125 , ISLPED691
IEEE_Journal_Solid_State125 , ISLPED784
IEEE_Journal_Solid_State125 , ISLPED837
IEEE_Journal_Solid_State125 , ISLPED938
IEEE_Journal_Solid_State125 , ISLPED1077
IEEE_Journal_Solid_State125 , DATE508
IEEE_Journal_Solid_State125 , IEEE_Journal_Solid_State17
IEEE_Journal_Solid_State125 , IEEE_Journal_Solid_State145
IEEE_Journal_Solid_State125 , IEEE_Journal_Solid_State252
IEEE_Journal_Solid_State125 , IEEE_Journal_Solid_State508
IEEE_Journal_Solid_State125 , IEEE_TVLSI43
IEEE_Journal_Solid_State125 , HPCA58
IEEE_Journal_Solid_State126 , IEEE_Journal_Solid_State38
IEEE_Journal_Solid_State128 , IEEE_Journal_Solid_State96
IEEE_Journal_Solid_State128 , IEEE_Journal_Solid_State150
IEEE_Journal_Solid_State128 , IEEE_Journal_Solid_State463
IEEE_Journal_Solid_State129 , IEEE_Journal_Solid_State39
IEEE_Journal_Solid_State130 , ISCAS123
IEEE_Journal_Solid_State130 , IEEE_Journal_Solid_State71
IEEE_Journal_Solid_State131 , IEEE_Journal_Solid_State382
IEEE_Journal_Solid_State132 , IEEE_Journal_Solid_State154
IEEE_Journal_Solid_State132 , IEEE_Journal_Solid_State354
IEEE_Journal_Solid_State132 , IEEE_Journal_Solid_State530
IEEE_Journal_Solid_State133 , ISLPED736
IEEE_Journal_Solid_State133 , ISLPED797
IEEE_Journal_Solid_State133 , ISLPED864
IEEE_Journal_Solid_State133 , ISLPED1121
IEEE_Journal_Solid_State133 , DAC83
IEEE_Journal_Solid_State133 , DAC139
IEEE_Journal_Solid_State133 , IEEE_Journal_Solid_State98
IEEE_Journal_Solid_State133 , IEEE_Journal_Solid_State145
IEEE_Journal_Solid_State133 , IEEE_Journal_Solid_State193
IEEE_Journal_Solid_State133 , IEEE_Journal_Solid_State231
IEEE_Journal_Solid_State133 , IEEE_Journal_Solid_State440
IEEE_Journal_Solid_State133 , IEEE_TVLSI99
IEEE_Journal_Solid_State135 , IEEE_Journal_Solid_State333
IEEE_Journal_Solid_State136 , ISLPED327
IEEE_Journal_Solid_State136 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State136 , IEEE_Journal_Solid_State206
IEEE_Journal_Solid_State136 , IEEE_Journal_Solid_State224
IEEE_Journal_Solid_State136 , IEEE_Journal_Solid_State245
IEEE_Journal_Solid_State136 , IEEE_TVLSI89
IEEE_Journal_Solid_State137 , ISLPED248
IEEE_Journal_Solid_State137 , IEEE_Journal_Solid_State501
IEEE_Journal_Solid_State137 , IEEE_TCAS157
IEEE_Journal_Solid_State137 , Nano_Comm3
IEEE_Journal_Solid_State138 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State138 , IEEE_TCAS79
IEEE_Journal_Solid_State139 , DAC168
IEEE_Journal_Solid_State139 , ISCAS74
IEEE_Journal_Solid_State139 , IEEE_Journal_Solid_State12
IEEE_Journal_Solid_State139 , IEEE_TVLSI24
IEEE_Journal_Solid_State139 , IEEE_TVLSI33
IEEE_Journal_Solid_State139 , IEEE_TCAS116
IEEE_Journal_Solid_State139 , JCSC1
IEEE_Journal_Solid_State140 , IEEE_Journal_Solid_State247
IEEE_Journal_Solid_State140 , IEEE_Journal_Solid_State381
IEEE_Journal_Solid_State140 , IEEE_Journal_Solid_State500
IEEE_Journal_Solid_State140 , IEEE_TCAS128
IEEE_Journal_Solid_State142 , ISLPED916
IEEE_Journal_Solid_State142 , IEEE_Journal_Solid_State9
IEEE_Journal_Solid_State142 , IEEE_Journal_Solid_State27
IEEE_Journal_Solid_State142 , IEEE_Journal_Solid_State371
IEEE_Journal_Solid_State142 , IEEE_Journal_Solid_State395
IEEE_Journal_Solid_State143 , IEEE_Journal_Solid_State440
IEEE_Journal_Solid_State143 , IEEE_TVLSI42
IEEE_Journal_Solid_State143 , IEEE_TCAS38
IEEE_Journal_Solid_State144 , IEEE_Access83
IEEE_Journal_Solid_State144 , IEEE_Journal_Solid_State82
IEEE_Journal_Solid_State144 , IEEE_Journal_Solid_State233
IEEE_Journal_Solid_State144 , IEEE_Journal_Solid_State500
IEEE_Journal_Solid_State144 , IEEE_TCAS128
IEEE_Journal_Solid_State145 , ISLPED736
IEEE_Journal_Solid_State145 , DAC256
IEEE_Journal_Solid_State145 , IEEE_Journal_Solid_State33
IEEE_Journal_Solid_State145 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State145 , IEEE_TVLSI72
IEEE_Journal_Solid_State145 , IEEE_TCAS82
IEEE_Journal_Solid_State145 , IEEE_TED5
IEEE_Journal_Solid_State145 , IEEE_TED6
IEEE_Journal_Solid_State147 , IEEE_Journal_Solid_State281
IEEE_Journal_Solid_State147 , IEEE_Journal_Solid_State390
IEEE_Journal_Solid_State147 , IEEE_Journal_Solid_State504
IEEE_Journal_Solid_State147 , IEEE_TCAS159
IEEE_Journal_Solid_State148 , IEEE_Journal_Solid_State35
IEEE_Journal_Solid_State148 , IEEE_Journal_Solid_State357
IEEE_Journal_Solid_State148 , IEEE_Journal_Solid_State448
IEEE_Journal_Solid_State148 , IEEE_TVLSI39
IEEE_Journal_Solid_State148 , IEEE_TCAS35
IEEE_Journal_Solid_State149 , IEEE_Journal_Solid_State280
IEEE_Journal_Solid_State149 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State149 , IEEE_Journal_Solid_State468
IEEE_Journal_Solid_State150 , IEEE_Access92
IEEE_Journal_Solid_State151 , IEEE_Journal_Solid_State108
IEEE_Journal_Solid_State151 , IEEE_Journal_Solid_State418
IEEE_Journal_Solid_State151 , IEEE_Journal_Solid_State426
IEEE_Journal_Solid_State152 , IEEE_Journal_Solid_State328
IEEE_Journal_Solid_State152 , GLSVLSI145
IEEE_Journal_Solid_State153 , DAC96
IEEE_Journal_Solid_State153 , IEEE_Journal_Solid_State111
IEEE_Journal_Solid_State154 , IEEE_Journal_Solid_State354
IEEE_Journal_Solid_State155 , IEEE_Journal_Solid_State8
IEEE_Journal_Solid_State155 , IEEE_Journal_Solid_State29
IEEE_Journal_Solid_State155 , IEEE_Journal_Solid_State347
IEEE_Journal_Solid_State156 , ISLPED853
IEEE_Journal_Solid_State156 , ISLPED940
IEEE_Journal_Solid_State156 , ISLPED1088
IEEE_Journal_Solid_State156 , ISLPED1141
IEEE_Journal_Solid_State156 , DATE177
IEEE_Journal_Solid_State156 , IEEE_Journal_Solid_State3
IEEE_Journal_Solid_State156 , IEEE_Journal_Solid_State519
IEEE_Journal_Solid_State156 , IEEE_TVLSI84
IEEE_Journal_Solid_State157 , IEEE_TCAS6
IEEE_Journal_Solid_State157 , WPC26
IEEE_Journal_Solid_State158 , IEEE_Journal_Solid_State23
IEEE_Journal_Solid_State158 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State158 , IEEE_Journal_Solid_State384
IEEE_Journal_Solid_State158 , IEEE_Journal_Solid_State418
IEEE_Journal_Solid_State158 , IEEE_Journal_Solid_State487
IEEE_Journal_Solid_State159 , IEEE_Journal_Solid_State54
IEEE_Journal_Solid_State159 , IEEE_Journal_Solid_State110
IEEE_Journal_Solid_State159 , IEEE_Journal_Solid_State285
IEEE_Journal_Solid_State160 , IEEE_Journal_Solid_State164
IEEE_Journal_Solid_State160 , IEEE_Journal_Solid_State346
IEEE_Journal_Solid_State160 , IEEE_Journal_Solid_State467
IEEE_Journal_Solid_State160 , IEEE_TCAS43
IEEE_Journal_Solid_State160 , IEEE_TCAS69
IEEE_Journal_Solid_State161 , IEEE_TCAS73
IEEE_Journal_Solid_State162 , ISLPED1083
IEEE_Journal_Solid_State162 , DAC96
IEEE_Journal_Solid_State162 , IEEE_Journal_Solid_State153
IEEE_Journal_Solid_State163 , IEEE_Journal_Solid_State128
IEEE_Journal_Solid_State163 , JOLPE37
IEEE_Journal_Solid_State164 , IEEE_Journal_Solid_State375
IEEE_Journal_Solid_State164 , IEEE_TCAS69
IEEE_Journal_Solid_State164 , GLSVLSI164
IEEE_Journal_Solid_State165 , DAC237
IEEE_Journal_Solid_State165 , DATE573
IEEE_Journal_Solid_State165 , IEEE_TCADICS68
IEEE_Journal_Solid_State165 , ACM_TODAES38
IEEE_Journal_Solid_State168 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State168 , IEEE_Journal_Solid_State380
IEEE_Journal_Solid_State169 , ISLPED367
IEEE_Journal_Solid_State169 , ISLPED405
IEEE_Journal_Solid_State169 , DATE276
IEEE_Journal_Solid_State169 , ISCAS117
IEEE_Journal_Solid_State169 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State169 , IEEE_TCAS80
IEEE_Journal_Solid_State169 , ASPDAC52
IEEE_Journal_Solid_State171 , IEEE_Journal_Solid_State176
IEEE_Journal_Solid_State171 , IEEE_Journal_Solid_State247
IEEE_Journal_Solid_State171 , IEEE_Journal_Solid_State313
IEEE_Journal_Solid_State171 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State172 , IEEE_Journal_Solid_State494
IEEE_Journal_Solid_State172 , IEEE_TCAS122
IEEE_Journal_Solid_State173 , IEEE_Journal_Solid_State294
IEEE_Journal_Solid_State174 , ISCAS30
IEEE_Journal_Solid_State175 , IEEE_Journal_Solid_State263
IEEE_Journal_Solid_State175 , IEEE_Journal_Solid_State437
IEEE_Journal_Solid_State176 , IEEE_Access83
IEEE_Journal_Solid_State176 , IEEE_Access104
IEEE_Journal_Solid_State176 , IEEE_Journal_Solid_State233
IEEE_Journal_Solid_State176 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State178 , ISCAS7
IEEE_Journal_Solid_State178 , IEEE_Journal_Solid_State253
IEEE_Journal_Solid_State178 , IEEE_TCAS106
IEEE_Journal_Solid_State179 , IEEE_TVLSI82
IEEE_Journal_Solid_State179 , IEEE_TCAS92
IEEE_Journal_Solid_State182 , ISLPED275
IEEE_Journal_Solid_State182 , IEEE_Journal_Solid_State105
IEEE_Journal_Solid_State182 , IEEE_Journal_Solid_State402
IEEE_Journal_Solid_State183 , IEEE_Journal_Solid_State441
IEEE_Journal_Solid_State185 , IEEE_TVLSI94
IEEE_Journal_Solid_State185 , GLSVLSI52
IEEE_Journal_Solid_State186 , IEEE_Journal_Solid_State353
IEEE_Journal_Solid_State186 , IEEE_Journal_Solid_State381
IEEE_Journal_Solid_State186 , IEEE_Journal_Solid_State469
IEEE_Journal_Solid_State186 , IEEE_Journal_Solid_State530
IEEE_Journal_Solid_State187 , DAC90
IEEE_Journal_Solid_State187 , IEEE_Journal_Solid_State42
IEEE_Journal_Solid_State187 , IEEE_Journal_Solid_State424
IEEE_Journal_Solid_State188 , ISLPED494
IEEE_Journal_Solid_State188 , ISLPED906
IEEE_Journal_Solid_State188 , ISLPED1012
IEEE_Journal_Solid_State188 , ISLPED1118
IEEE_Journal_Solid_State188 , IEEE_TCAS116
IEEE_Journal_Solid_State188 , IEEE_TCADICS11
IEEE_Journal_Solid_State188 , IEEE_TCADICS39
IEEE_Journal_Solid_State188 , MICROELECTRONICS3
IEEE_Journal_Solid_State190 , IEEE_Journal_Solid_State474
IEEE_Journal_Solid_State191 , IEEE_Journal_Solid_State433
IEEE_Journal_Solid_State192 , IEEE_Journal_Solid_State317
IEEE_Journal_Solid_State192 , IEEE_Journal_Solid_State360
IEEE_Journal_Solid_State192 , IEEE_TCAS57
IEEE_Journal_Solid_State192 , IEEE_TCAS114
IEEE_Journal_Solid_State194 , ISCAS56
IEEE_Journal_Solid_State194 , IEEE_Journal_Solid_State517
IEEE_Journal_Solid_State196 , IEEE_Journal_Solid_State475
IEEE_Journal_Solid_State197 , ISLPED367
IEEE_Journal_Solid_State197 , ISLPED426
IEEE_Journal_Solid_State197 , DATE147
IEEE_Journal_Solid_State199 , IEEE_Journal_Solid_State200
IEEE_Journal_Solid_State200 , IEEE_Journal_Solid_State82
IEEE_Journal_Solid_State200 , IEEE_TCAS152
IEEE_Journal_Solid_State201 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State202 , ISLPED616
IEEE_Journal_Solid_State202 , ISLPED898
IEEE_Journal_Solid_State202 , ISLPED908
IEEE_Journal_Solid_State202 , ISLPED940
IEEE_Journal_Solid_State202 , ISLPED991
IEEE_Journal_Solid_State202 , ISLPED1135
IEEE_Journal_Solid_State202 , IEEE_Journal_Solid_State122
IEEE_Journal_Solid_State202 , JOLPE6
IEEE_Journal_Solid_State203 , IEEE_Journal_Solid_State9
IEEE_Journal_Solid_State205 , ISLPED48
IEEE_Journal_Solid_State205 , IEEE_Access181
IEEE_Journal_Solid_State205 , IEEE_Journal_Solid_State307
IEEE_Journal_Solid_State205 , IEEE_Journal_Solid_State450
IEEE_Journal_Solid_State206 , IEEE_Journal_Solid_State292
IEEE_Journal_Solid_State206 , IEEE_Journal_Solid_State367
IEEE_Journal_Solid_State207 , IEEE_Journal_Solid_State136
IEEE_Journal_Solid_State207 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State207 , IEEE_Journal_Solid_State206
IEEE_Journal_Solid_State207 , IEEE_Journal_Solid_State245
IEEE_Journal_Solid_State207 , IEEE_Journal_Solid_State328
IEEE_Journal_Solid_State207 , IEEE_TVLSI89
IEEE_Journal_Solid_State208 , IEEE_Journal_Solid_State135
IEEE_Journal_Solid_State208 , IEEE_Journal_Solid_State352
IEEE_Journal_Solid_State208 , IEEE_Journal_Solid_State490
IEEE_Journal_Solid_State208 , IEEE_Journal_Solid_State531
IEEE_Journal_Solid_State209 , ISLPED435
IEEE_Journal_Solid_State209 , IEEE_Journal_Solid_State527
IEEE_Journal_Solid_State209 , IEEE_TCAS38
IEEE_Journal_Solid_State209 , ASPDAC21
IEEE_Journal_Solid_State209 , GLSVLSI121
IEEE_Journal_Solid_State210 , ISLPED1129
IEEE_Journal_Solid_State210 , DATE198
IEEE_Journal_Solid_State210 , IEEE_Journal_Solid_State190
IEEE_Journal_Solid_State211 , IEEE_Access90
IEEE_Journal_Solid_State212 , ISCAS117
IEEE_Journal_Solid_State212 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State212 , IEEE_Journal_Solid_State274
IEEE_Journal_Solid_State212 , IEEE_Journal_Solid_State519
IEEE_Journal_Solid_State212 , IEEE_TCADICS34
IEEE_Journal_Solid_State212 , ASPDAC21
IEEE_Journal_Solid_State213 , ISCAS56
IEEE_Journal_Solid_State213 , IEEE_Journal_Solid_State194
IEEE_Journal_Solid_State213 , IEEE_Journal_Solid_State517
IEEE_Journal_Solid_State214 , IEEE_Journal_Solid_State390
IEEE_Journal_Solid_State215 , IEEE_Journal_Solid_State423
IEEE_Journal_Solid_State215 , IEEE_Journal_Solid_State535
IEEE_Journal_Solid_State216 , IEEE_Journal_Solid_State97
IEEE_Journal_Solid_State216 , IEEE_Journal_Solid_State391
IEEE_Journal_Solid_State216 , IEEE_TCAS159
IEEE_Journal_Solid_State217 , IEEE_Journal_Solid_State102
IEEE_Journal_Solid_State217 , IEEE_Journal_Solid_State111
IEEE_Journal_Solid_State217 , IEEE_Journal_Solid_State215
IEEE_Journal_Solid_State217 , IEEE_Journal_Solid_State242
IEEE_Journal_Solid_State217 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State217 , IEEE_TCAS86
IEEE_Journal_Solid_State218 , IEEE_Journal_Solid_State229
IEEE_Journal_Solid_State218 , IEEE_Journal_Solid_State412
IEEE_Journal_Solid_State218 , IEEE_TCAS146
